code,code_desc,p1,p2,p3,p4,p5
B9561,Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere,Staphylococcus aureus as the cause of diseases classified elsewhere,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9562,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere,Staphylococcus aureus as the cause of diseases classified elsewhere,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B956,Staphylococcus aureus as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B957,Other staphylococcus as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B958,Unspecified staphylococcus as the cause of diseases classified elsewhere,,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9620,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,Escherichia coli [E. coli ] as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9621,Shiga toxin-producing Escherichia coli [E. coli] [STEC] O157 as the cause of diseases classified elsewhere,Escherichia coli [E. coli ] as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9622,Other specified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere,Escherichia coli [E. coli ] as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9623,Unspecified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere,Escherichia coli [E. coli ] as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9629,Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere,Escherichia coli [E. coli ] as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B962,Escherichia coli [E. coli ] as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B963,Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B964,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B965,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B966,Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B967,Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9681,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9682,Vibrio vulnificus as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9689,Other specified bacterial agents as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified elsewhere,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B968,Other specified bacterial agents as the cause of diseases classified elsewhere,,Other specified bacterial agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B970,Adenovirus as the cause of diseases classified elsewhere,,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9710,Unspecified enterovirus as the cause of diseases classified elsewhere,Enterovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9711,Coxsackievirus as the cause of diseases classified elsewhere,Enterovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9712,Echovirus as the cause of diseases classified elsewhere,Enterovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9719,Other enterovirus as the cause of diseases classified elsewhere,Enterovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B971,Enterovirus as the cause of diseases classified elsewhere,,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9721,SARS-associated coronavirus as the cause of diseases classified elsewhere,Coronavirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9729,Other coronavirus as the cause of diseases classified elsewhere,Coronavirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B972,Coronavirus as the cause of diseases classified elsewhere,,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9730,Unspecified retrovirus as the cause of diseases classified elsewhere,Retrovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9731,Lentivirus as the cause of diseases classified elsewhere,Retrovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9732,Oncovirus as the cause of diseases classified elsewhere,Retrovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9733,Human T-cell lymphotrophic virus type I [HTLV-I] as the cause of diseases classified elsewhere,Retrovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9734,Human T-cell lymphotrophic virus type II [HTLV-II] as the cause of diseases classified elsewhere,Retrovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9735,Human immunodeficiency virus type 2 [HIV 2] as the cause of diseases classified elsewhere,Retrovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9739,Other retrovirus as the cause of diseases classified elsewhere,Retrovirus as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B973,Retrovirus as the cause of diseases classified elsewhere,,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B974,Respiratory syncytial virus as the cause of diseases classified elsewhere,,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B975,Reovirus as the cause of diseases classified elsewhere,,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B976,Parvovirus as the cause of diseases classified elsewhere,,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B977,Papillomavirus as the cause of diseases classified elsewhere,,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9781,Human metapneumovirus as the cause of diseases classified elsewhere,Other viral agents as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
B9789,Other viral agents as the cause of diseases classified elsewhere,Other viral agents as the cause of diseases classified elsewhere,Viral agents as the cause of diseases classified to other chapters,Bacterial and viral infectious agents,Certain infectious and parasitic diseases,root
